,par_id,text,label
2032,2255,"20 He said if he never felt fulfilled celebrating celebrating the world day with them, believing that such major a development would both instill hope in the still hopeless.",1
2033,2255,"He said that he felt fulfilled celebrating having the day with them, for believing that allowing such such a positive development would instill hope in us the economically hopeless.",1
2034,8920,"KWIECO boasts to have completed construction of a centre for victims of gender violence at Shanty Town , where victims call , stay temporarily when are counseled , getting medical attention and undergo capacity building and empowerment on how to start new life . 75 women got such services at the centre that has 10 beds but with a capacity to accommodate 18 .",1
2035,8920,"KWIECO boasts to have completed construction of a centre for victims of gender violence at Shanty Town , where victims call , stay temporarily when are counseled , getting medical attention and undergo capacity building and empowerment on how to start new life . 75 women got such services at the centre that has 10 beds but with a capacity to accommodate 18 .",1
2036,8920,"KWIECO boasts to have completed construction of a centre for victims of gender violence at Shanty Town , where victims call , stay temporarily when are counseled , getting medical attention and undergo capacity building and empowerment on how to start new life . 75 women got such services at the centre that has 10 beds but with a capacity to accommodate 18 .",1
2037,8920,"Tanzania KWIECO boasts to have completed a construction of a centre for victims survivors of gender violence at Shanty Town, where victims call, stay until temporarily when parents are successfully counseled, help getting medical attention and can undergo capacity building and empowerment on how to start new life. 75 thousand women got such services at the centre that currently has 10 beds but with a capacity to accommodate 18.",1
2038,8920,"Their KWIECO boasts to 2010 have completed the construction of a centre for victims of gender violence at Shanty Town, where victims may call, stay for temporarily when are counseled, getting medical extension attention and undergo ongoing capacity building and empowerment on how to start new life. 75 new women got such services at the centre unit that has 10 beds but with a capacity to eventually accommodate 18.",1
2039,8920,"KWIECO boasts to have completed construction of as a centre for victims handling of gender violence at Shanty Town, where victims need call, stay temporarily when are counseled, getting medical attention attention and undergo capacity team building and empowerment on how to start new life. 75 women got such special services at the centre itself that has 10 beds but with half a insufficient capacity to even accommodate 18.",1
2040,5975,To mark the International Day of Persons with Disabilities Satkhira district administration and Department of Social Services hold a grand rally in the district town yesterday DHAKA TRIBUNE <h> International Day of Persons with Disabilities was observed across the country yesterday with a call for removing all barriers of the disabled and working for their welfare .,1
2041,5975,To mark the International Day of Persons with Disabilities Satkhira district administration and Department of Social Services hold a grand rally in the district town yesterday DHAKA TRIBUNE <h> International Day of Persons with Disabilities was observed across the country yesterday with a call for removing all barriers of the disabled and working for their welfare .,1
2042,5975,To mark the International Day of Persons with Disabilities Satkhira district administration and Department of Social Services hold a grand rally in the district town yesterday DHAKA TRIBUNE <h> International Day of Persons with Disabilities was observed across the country yesterday with a call for removing all barriers of the disabled and working for their welfare .,1
2043,5975,Then To mark the International Day of Persons with Disabilities Satkhira in district administration and Maharashtra Department of Social Services hold here a grand rally in the district town yesterday DHAKA TRIBUNE < h > International Day Day of Persons identified with Virtual Disabilities was observed across across the country yesterday with a call for government removing all barriers of welcoming the disabled and working for their welfare.,1
2044,5975,To mark the annual International Day of Persons diagnosed with Disabilities Satkhira district administration and Department of Social Services hold a grand rally in the district town today yesterday DHAKA [UNK] TRIBUNE < h > International Medical Day of Persons with Disabilities was observed across to the country yesterday with a call for removing all barriers of addressing the disabled and of working for preserving their own welfare.,1
2045,5975,To mark the International Day of Persons with Disabilities Satkhira district administration and Department of Social Services hold a grand rally in the district town yesterday DHAKA [UNK] TRIBUNE < nak h > The International Global Day of Persons with Disabilities was now observed across half the country from yesterday with that a big call for removing all barriers of the disabled and working hard for their welfare.,1
2046,2443,"IPOH : As Ramadan draws to a close , Muslims should take the time to reflect on the less fortunate including more than 60 million people forced to live in refugee camps , said Sultan of Perak Sultan Nazrin Muizzuddin Shah .",1
2047,2443,"IPOH : As Ramadan draws to a close , Muslims should take the time to reflect on the less fortunate including more than 60 million people forced to live in refugee camps , said Sultan of Perak Sultan Nazrin Muizzuddin Shah .",1
2048,2443,"IPOH : As Ramadan draws to a close , Muslims should take the time to reflect on the less fortunate including more than 60 million people forced to live in refugee camps , said Sultan of Perak Sultan Nazrin Muizzuddin Shah .",1
2049,2443,"IPOH : As Ramadan yet draws somewhat to a close, Muslims should take the time to reflect on the less known fortunate including more than 60 million people formerly forced to to live temporarily in refugee detention camps, said Late Sultan of Perak Sir Sultan Hasan Nazrin Muizzuddin Shah.",1
2050,2443,"IPOH : As Ramadan draws to a new close, Muslims should constantly take the time to reflect greatly on the more less fortunate including more than 60 million people previously forced to live in remote refugee camps, said Sultan Albert of Perak Sri Sultan Mohammad Nazrin Ali Muizzuddin Shah.",1
2051,2443,"In IPOH : As Malaysian Ramadan draws near to a close, Muslims alone should take up the long time to reflect judgment on the less fortunate including more than 60 million people forced to live in Arab refugee camps, said Sultan Ismail of Perak Sultan Nazrin Muizzuddin Abdullah Shah.",1
2052,1273,"The coming fury of angry America is as palpable as it is silent . What will that tiny part of a tiny part of the earth 's population do when the utter hopelessness of the situation washes over them and the tides of history curl around and bear them , inexorably , into the past ?",1
2053,1273,"The coming fury of angry America is as palpable as it is silent . What will that tiny part of a tiny part of the earth 's population do when the utter hopelessness of the situation washes over them and the tides of history curl around and bear them , inexorably , into the past ?",1
2054,1273,"The coming fury of angry America is as palpable as it is silent . What will that tiny part of a tiny part of the earth 's population do when the utter hopelessness of the situation washes over them and the tides of history curl around and bear them , inexorably , into the past ?",1
2055,1273,"The coming fury of another angry Southern America is as palpable still as it is silent. What will that tiny part of a single tiny part of the whole earth's population do exactly when the utter hopelessness of changing the situation washes over them and the tides of the history curl around and they bear with them, inexorably, into the past?",1
2056,1273,"The coming fury inside of angry Central America is still as palpable as it is silent. What will such that tiny part of a million tiny part of the earth's old population do next when the utter hopelessness of the situation washes over them and the tides up of history curl around and bear them, inexorably, into reaching the direct past?",1
2057,1273,"The coming fury of the angry Virgin America supporters is about as palpable as it is silent. What good will that tiny part of a tiny part of all the earth's population do when the utter hopelessness alone of the global situation washes over them and as the tides out of history curl around and bear them, inexorably, into the past?",1
2058,9647,"OCN has always been brave in showing real stories even if it borders to horrifying scenes . I swear those school rascals made me feel hopeless about the disappointing bullying situation happening with the youth these days . *sigh The vulnerable heroine is set to endure darker days in the future . With those maniacal villains leering at her like a prey , I might end up saving her if those four country bumpkins will not . *grins Now we have to wait and see how the plot will work by tapping these high school boys as heroes of the story .",1
2059,9647,"OCN has always been brave in showing real stories even if it borders to horrifying scenes . I swear those school rascals made me feel hopeless about the disappointing bullying situation happening with the youth these days . *sigh The vulnerable heroine is set to endure darker days in the future . With those maniacal villains leering at her like a prey , I might end up saving her if those four country bumpkins will not . *grins Now we have to wait and see how the plot will work by tapping these high school boys as heroes of the story .",1
2060,9647,"OCN has always been brave in showing real stories even if it borders to horrifying scenes . I swear those school rascals made me feel hopeless about the disappointing bullying situation happening with the youth these days . *sigh The vulnerable heroine is set to endure darker days in the future . With those maniacal villains leering at her like a prey , I might end up saving her if those four country bumpkins will not . *grins Now we have to wait and see how the plot will work by tapping these high school boys as heroes of the story .",1
2061,9647,"OCN has always been brave in showing some real stories even if it borders to horrifying scenes. I swear those school rascals made me feel hopeless about the disappointing bullying situation happening with the young youth these days. * Sad sigh The young vulnerable little heroine is set to endure even darker days in the future. With those maniacal villains leering at at her like a prey, I might end up saving her if those four country bumpkins will not. * grins Now we have orders to wait and see how the plot will work by tapping on these high school boys as heroes element of the story.",1
2062,9647,"OCN has always been brave in showing real stories really even if inside it borders to horrifying scenes. I swear those school Christmas rascals made me feel hopeless about the disappointing bullying situation happening with the youth these days. * sigh The vulnerable heroine is set to endure darker days in the future. With those maniacal villains leering at back her like a prey, I might end up saving her if those four country bumpkins will care not. * Kevin grins Now we have to wait and not see just how the plot will work by tapping to these high school Catholic boys as heroes of the story.",1
2063,9647,"OCN has always been brave in showing real stories and even hard if it inevitably borders on to horrifying scenes. I swear those school rascals made me feel hopeless about the disappointing bullying situation happening with the youth these days. * sigh softly The vulnerable young heroine is set to endure darker days in the future. com With those maniacal villains leering down at her like a prey, I might end up saving her if those four country bumpkins will not. * grins Now we have to wait and see how perfectly the plot will work by tapping these high school boys as more heroes of the story.",1
2064,3030,You do n't need to argue about the security of former President see what 's happening today as most of the people are suffering from floods and are homeless and their belongings are destroyed and help those people who in need of this hour you bloody fool minister .,1
2065,3030,You do n't need to argue about the security of former President see what 's happening today as most of the people are suffering from floods and are homeless and their belongings are destroyed and help those people who in need of this hour you bloody fool minister .,1
2066,3030,You do n't need to argue about the security of former President see what 's happening today as most of the people are suffering from floods and are homeless and their belongings are destroyed and help those people who in need of this hour you bloody fool minister .,1
2067,3030,... You too don't need to argue about the personal security of former President see what's already happening well today as most of today the southern people are suffering from floods and are homeless and their belongings there are destroyed you and help those people who in need of this hour you bloody fool politics minister.,1
2068,3030,You do n'don t feel need even to argue about the security of former Japanese President see after what's happening today as most of the people affected are suffering from repeated floods and all are homeless and their belongings either are destroyed and help those people who in need of this hour alone you bloody fool minister.,1
2069,3030,You don't need to constantly argue about the security of former President see what's totally happening here today as most of the American people are suffering from disastrous floods and are currently homeless and their belongings are destroyed and help be those people those who lie in great need of this hour you bloody fool minister.,1
2070,367,"The Acting Management Director noted that the Group would use their media platforms comprising Atinka FM in Accra , Atinka TV , Agenkwa FM in Kumasi and Ahoto FM in Takoradi to propagate their Corporate Social Responsibility activities to Ghanaians as well as how and when they would undertake them to give hope to the hopeless .",1
2071,367,"The Acting Management Director noted that the Group would use their media platforms comprising Atinka FM in Accra , Atinka TV , Agenkwa FM in Kumasi and Ahoto FM in Takoradi to propagate their Corporate Social Responsibility activities to Ghanaians as well as how and when they would undertake them to give hope to the hopeless .",1
2072,367,"The Acting Management Director noted that the Group would use their media platforms comprising Atinka FM in Accra , Atinka TV , Agenkwa FM in Kumasi and Ahoto FM in Takoradi to propagate their Corporate Social Responsibility activities to Ghanaians as well as how and when they would undertake them to give hope to the hopeless .",1
2073,367,"The Acting Management Director noted that the Group operators would just use their media platforms when comprising FM Atinka FM SA in Accra, Atinka TV, Agenkwa FM in Kumasi and O Ahoto FM in busy Takoradi to propagate their Corporate Social Responsibility activities to Ghanaians as as well as how and when they would undertake them to give hope clear to the economically hopeless.",1
2074,367,"The Acting Management Director noted that the Group would use their social media marketing platforms comprising Atinka Radio FM 7 in Accra, Atinka TV, Agenkwa FM in North Kumasi and Ahoto FM in Takoradi to propagate their Corporate Social Responsibility activities to Ghanaians as how well as how should and when they would undertake applying them properly to continue give hope to the hopeless.",1
2075,367,"The Acting Management Director noted that overall the Group would use their media platforms comprising Atinka FM in town Accra, Atinka TV, and Agenkwa Media FM in town Kumasi and and Ahoto FM in Takoradi to actively propagate their Corporate Social Responsibility activities to Ghanaians abroad as well as considering how and from when they would undertake them to give hope to the hopeless.",1
2076,6055,This all seems very theoretical but in short it lies at the very heart of the current discussion about migration and refugees across Europe . If people cannotearn enough to live a decent life in their own country then it is inevitable that many will attempt to move to places where the lowest paid job offers more hope than is possible in their own home .,1
2077,6055,This all seems very theoretical but in short it lies at the very heart of the current discussion about migration and refugees across Europe . If people cannotearn enough to live a decent life in their own country then it is inevitable that many will attempt to move to places where the lowest paid job offers more hope than is possible in their own home .,1
2078,6055,This all seems very theoretical but in short it lies at the very heart of the current discussion about migration and refugees across Europe . If people cannotearn enough to live a decent life in their own country then it is inevitable that many will attempt to move to places where the lowest paid job offers more hope than is possible in their own home .,1
2079,6055,9 This all seems very theoretical but in too short it lies at the very firm heart of now the current discussion about migration and refugees across Europe. If people cannotearn enough to possibly live a perfectly decent normal life in their own country then it probably is inevitable that many will attempt to forcibly move to other places where the lowest paid job offers more hope than is possible in their own home.,1
2080,6055,This all seems very theoretical but in short it lies at the nonetheless very bitter heart of the current discussion about migration and refugees happening across Europe. If people cannotearn enough to live down a decent life in their own home country then it is inevitable that many will attempt to move in to places where only the local lowest paid job offers more hope than is possible there in their true own home.,1
2081,6055,20 This all necessarily seems very theoretical but in short it lies at the very heart of the most current discussion about migration schemes and refugees across Europe. If people genuinely cannotearn enough to live a decent life in their own country then it is inevitable that many will only attempt painfully to move to places in where the lowest paid job support offers more human hope than is possible in their own home.,1
2082,9695,""""""" Young people have feelings of being doomed , hopelessness and helplessness . It 's an opportunity to sit down with them and guide them through a forward moving plan . """"""",1
2083,9695,""""""" Young people have feelings of being doomed , hopelessness and helplessness . It 's an opportunity to sit down with them and guide them through a forward moving plan . """"""",1
2084,9695,""""""" Young people have feelings of being doomed , hopelessness and helplessness . It 's an opportunity to sit down with them and guide them through a forward moving plan . """"""",1
2085,9695,""" "" "" Young people have feelings of humanity being totally doomed, hopelessness and helplessness. It'is s virtually an opportunity opportunity to sit everything down with them and guide them right through taking a forward and moving game plan. "" "" """,1
2086,9695,""" "" "" Young Chinese people have feelings born of being both doomed, hopelessness and helplessness. It'K s an ideal opportunity to sit it down later with them and successfully guide youth them through a more forward moving plan. "" "" """,1
2087,9695,""" "" "" That Young people have unpleasant feelings of being both doomed, hopelessness and general helplessness. It's an opportunity... to successfully sit down with them and thus guide for them through finding a forward forward moving plan. "" "" """,1
2088,935,"In his view , Professor George Gongera , an expert in human resource development and macroeconomics , rural areas are also fertile grounds for recruitment due to high levels of poverty , disillusionment and hopelessness .",1
2089,935,"In his view , Professor George Gongera , an expert in human resource development and macroeconomics , rural areas are also fertile grounds for recruitment due to high levels of poverty , disillusionment and hopelessness .",1
2090,935,"In his view , Professor George Gongera , an expert in human resource development and macroeconomics , rural areas are also fertile grounds for recruitment due to high levels of poverty , disillusionment and hopelessness .",1
2091,935,"3 In his view, Professor George Gongera, an American expert in human commercial resource development and macroeconomics, rural urban areas... are not also a fertile grounds for recruitment seeking due to high levels there of poverty, disillusionment and urban hopelessness.",1
2092,935,"In his view, Professor George Gongera, while an expert in human agricultural resource system development economics and macroeconomics, sees rural areas are also fertile grounds open for recruitment largely due to to high potential levels also of poverty, disillusionment and hopelessness.",1
2093,935,"· In his view, Professor Dr George Antonio Gongera, also an expert expert in human resource development and global macroeconomics, rural areas are not also fertile grounds for factory recruitment due also to high levels of poverty, disillusionment and work hopelessness.",1
2094,795,"Ciera Dunlap , 25 , has spent much of her life caught in the throes of uncertainty , as a homeless youth and living without a guardian in Baltimore City .",1
2095,795,"Ciera Dunlap , 25 , has spent much of her life caught in the throes of uncertainty , as a homeless youth and living without a guardian in Baltimore City .",1
2096,795,"Ciera Dunlap , 25 , has spent much of her life caught in the throes of uncertainty , as a homeless youth and living without a guardian in Baltimore City .",1
2097,795,"Ciera De Dunlap, and 25, has spent much part of her short life caught in the mid throes free of uncertainty, as a living homeless urban youth and even living there without a guardian in Baltimore City.",1
2098,795,"Eileen Ciera Dunlap, then 25, has recently spent comparatively much of her life getting caught in the death throes of uncertainty, fleeing as is a homeless adolescent youth and living without a guardian in Metro Baltimore City.",1
2099,795,"Ciera and Dunlap, 25, has spent and much of her life caught on in the mid throes free of uncertainty, as a homeless youth fleeing and after living without a medical guardian back in Baltimore Rock City.",1
2100,9244,""""""" There are many reasons to be a proud Canadian today , but we still have a lot of work ahead of us . We can do so much more to protect our environment , defend the vulnerable , and reduce the inequalities in our communities .""",1
2101,9244,""""""" There are many reasons to be a proud Canadian today , but we still have a lot of work ahead of us . We can do so much more to protect our environment , defend the vulnerable , and reduce the inequalities in our communities .""",1
2102,9244,""""""" There are many reasons to be a proud Canadian today , but we still have a lot of work ahead of us . We can do so much more to protect our environment , defend the vulnerable , and reduce the inequalities in our communities .""",1
2103,9244,""" "" "" And There still are many reasons for to actually be a proud Canadian today, but we still have a lot of work ahead of us. We can do it so much more to protect our environment, defend them the mentally vulnerable, and to reduce the existing inequalities in all our communities. """,1
2104,9244,""" "" "" There myself are many reasons to be a proud Canadian today, but we still have a lot older of their work far ahead of us. For We can do so much something more to protect our environment, defend against the vulnerable, and eventually reduce the social inequalities in helping our communities. """,1
2105,9244,""" "" "" There are many great reasons but to be a proud Canadian today, but we still must have still a lot of work ahead either of us. We can do so much more to protect our environment, defend the the especially vulnerable, and quickly reduce the social inequalities prevalent in our communities. """,1
2106,6343,"In Canada , where Christy recently completed school , she made an impact by spreading love on the streets on Christmas day , providing winter coats , gloves and providing support to homeless people at the mercy of the weather .",1
2107,6343,"In Canada , where Christy recently completed school , she made an impact by spreading love on the streets on Christmas day , providing winter coats , gloves and providing support to homeless people at the mercy of the weather .",1
2108,6343,"In Canada , where Christy recently completed school , she made an impact by spreading love on the streets on Christmas day , providing winter coats , gloves and providing support to homeless people at the mercy of the weather .",1
2109,6343,"In Canada, those where Christy has recently completed school, and she made an impact there by spreading love on from the back streets on Christmas day, providing winter coats, clean gloves and by providing support kits to homeless people at the mercy of just the weather.",1
2110,6343,"Peace In western Canada, where Christy had recently completed primary school, she made an impact by spreading love on the streets on Christmas holiday day, providing from winter shelter coats, gloves and and providing support to assisting homeless people temporarily at the mercy of the weather.",1
2111,6343,"In Canada, including where Christy recently was completed school, she soon made an immediate impact by spreading love on all the streets and on Christmas every day, including providing winter coats, gloves and providing support work to homeless people at not the mercy of the weather.",1
2112,8027,"' If very poor families sing to their children , read to their children , play with their children , those children will go on to do well at school . Nursery rhymes are free ; families can get library books . Those are the things that matter . '",1
2113,8027,"' If very poor families sing to their children , read to their children , play with their children , those children will go on to do well at school . Nursery rhymes are free ; families can get library books . Those are the things that matter . '",1
2114,8027,"' If very poor families sing to their children , read to their children , play with their children , those children will go on to do well at school . Nursery rhymes are free ; families can get library books . Those are the things that matter . '",1
2115,8027,"' or If very poor families sing song to encourage their children, read to help their children, play with to their children, those children will go on to have do well at free school. Nursery rhymes are practically free ; families can get library books.... Those books are the things that matter. '",1
2116,8027,"' If doing very well poor families can sing to their children, read plays to teach their children, or play badminton with their children, those children will go on to do well at school. Nursery rhymes too are free ; families can get library reference books. Those are the things that do matter. '",1
2117,8027,"' If very young poor families sing hymns to their children, read poems to their children, play with their younger children, those children will go on to do well here at secondary school. Nursery rhymes are also free ; families sure can get library books. Those are the things... that probably matter. '",1
2118,2722,"""Pointing to the Holy Year of Mercy , the Pope stressed that together with the Church , the group would be able to better respond to the """" human tragedy """" of refugees through concrete acts of mercy which promote their integration not only into Europe , but any culture they move to .""",1
2119,2722,"""Pointing to the Holy Year of Mercy , the Pope stressed that together with the Church , the group would be able to better respond to the """" human tragedy """" of refugees through concrete acts of mercy which promote their integration not only into Europe , but any culture they move to .""",1
2120,2722,"""Pointing to the Holy Year of Mercy , the Pope stressed that together with the Church , the group would be able to better respond to the """" human tragedy """" of refugees through concrete acts of mercy which promote their integration not only into Europe , but any culture they move to .""",1
2121,2722,""" Pointing also to the Holy Year of Mercy, the Pope stressed that together with restructuring the Catholic Church, hopefully the group would be able to better... respond properly to the "" "" human tragedy "" "" of refugees through concrete acts of mercy which promote their integration not only into Europe, but beyond any foreign culture they would move closer to. """,1
2122,2722,""" Pointing to during the Holy Universal Year of Greater Mercy, here the Pope stressed that together with the Church, or the group I would be able to even better respond more to reducing the "" "" human tragedy "" "" of refugees through concrete community acts of mercy which promote their integration not only into Europe, but any culture they move to. """,1
2123,2722,""" On Pointing to the Holy Year Star of Mercy, the Pope immediately stressed that together back with the Church, the group would still be more able to truly better respond to the "" "" human tragedy "" "" of refugees through several concrete acts of mercy which promote of their integration not only specifically into Europe, but any culture they move to. """,1
2124,1526,Bernie is asking other boutique owners to follow her lead and offer up dresses to those in need .,1
2125,1526,Bernie is asking other boutique owners to follow her lead and offer up dresses to those in need .,1
2126,1526,Bernie is asking other boutique owners to follow her lead and offer up dresses to those in need .,1
2127,1526,Bernie is asking for other prominent boutique owners to follow her lead and specifically offer up special dresses to help those directly in need.,1
2128,1526,Additionally Bernie Adler is continually asking other boutique owners here to follow her career lead and offer up dresses to those in not need.,1
2129,1526,Bernie Turner is asking other local boutique owners to simply follow her lead further and offer up wedding dresses to those deemed in need.,1
2130,9825,"While Mseffer celebrates her group 's progress toward integrating the disabled , she wants authorities to get more involved .",1
2131,9825,"While Mseffer celebrates her group 's progress toward integrating the disabled , she wants authorities to get more involved .",1
2132,9825,"While Mseffer celebrates her group 's progress toward integrating the disabled , she wants authorities to get more involved .",1
2133,9825,"While Mseffer celebrates her group's progress toward improving integrating the mentally disabled, then she wants local authorities to effectively get everyone more deeply involved.",1
2134,9825,"2009 While Mary Mseffer then celebrates through her volunteer group's progress toward integrating the disabled, she wants authorities to get even more personally involved.",1
2135,9825,"A While Bishop Mseffer celebrates her group's progress toward toward integrating into the disabled, she rather wants several authorities to get more often involved.",1
2136,9398,A new generation of the hopeless .,1
2137,9398,A new generation of the hopeless .,1
2138,9398,A new generation of the hopeless .,1
2139,9398,A new generation born of all the born hopeless.,1
2140,9398,A A new generation consisting of the less hopeless.,1
2141,9398,A fairly new older generation of the still hopeless.,1
2142,5565,"It 's a typical tale of alcoholism , abuse , neglect and hopelessness -- with one major redeeming feature . Music . Recognising his aptitude , Larry Joe 's father encouraged him from an early age , and he shone in talent shows .",1
2143,5565,"It 's a typical tale of alcoholism , abuse , neglect and hopelessness -- with one major redeeming feature . Music . Recognising his aptitude , Larry Joe 's father encouraged him from an early age , and he shone in talent shows .",1
2144,5565,"It 's a typical tale of alcoholism , abuse , neglect and hopelessness -- with one major redeeming feature . Music . Recognising his aptitude , Larry Joe 's father encouraged him from an early age , and he shone in talent shows .",1
2145,5565,"14 It's a typical childhood tale of alcoholism, abuse, domestic neglect and relative hopelessness - - with one major redeeming feature. Music. 11 Recognising his aptitude, Larry Joe's father encouraged him from within an uncertain early age, and gradually he shone well in countless talent shows.",1
2146,5565,"It's a typical tale mostly of alcoholism, abuse, neglect attempts and hopelessness - - with one major redeeming the feature. School Music. Recognising particularly his aptitude, Larry Joe'r s musician father encouraged him from of an early age, too and he shone in talent award shows.",1
2147,5565,"· It's a fairly typical teenage tale of alcoholism, abuse, neglect and hopelessness - - with one more major redeeming feature. Music. Recognising his vocal aptitude, Pastor Larry Joe'n s real father encouraged him from an early age, and he always shone through in talent shows.",1
2148,8468,She decided to be the hope for the hopeless and home for the homeless .,1
2149,8468,She decided to be the hope for the hopeless and home for the homeless .,1
2150,8468,She decided to be the hope for the hopeless and home for the homeless .,1
2151,8468,She decided not to never be shown the hope for the hopeless kids and home town for the homeless.,1
2152,8468,She decided here to be just the last hope for the many hopeless kids and home for the homeless.,1
2153,8468,7 She decided then to be granted the hope for housing the hopeless and made home for the homeless.,1
2154,2815,"A spokesman for Cygnet Hospital Woking , which runs the unit , said : ' We support some very vulnerable people , to whom we have a duty of care , a key part of which is respecting patients ' confidentiality . Therefore , it would not be appropriate for us to comment on an individual case .",1
2155,2815,"A spokesman for Cygnet Hospital Woking , which runs the unit , said : ' We support some very vulnerable people , to whom we have a duty of care , a key part of which is respecting patients ' confidentiality . Therefore , it would not be appropriate for us to comment on an individual case .",1
2156,2815,"A spokesman for Cygnet Hospital Woking , which runs the unit , said : ' We support some very vulnerable people , to whom we have a duty of care , a key part of which is respecting patients ' confidentiality . Therefore , it would not be appropriate for us to comment on an individual case .",1
2157,2815,"However A spokesman for Royal Cygnet Hospital Woking, which presently runs the unit, first said :'Finally We support some very vulnerable people, to whom we have committed a duty aware of care, a key important part of which is just respecting patients'confidentiality. Therefore, it would not be appropriate for us always to comment on an individual case.",1
2158,2815,"A legal spokesman acting for Cygnet Royal Hospital Woking, which runs the unit, said :'We support some very vulnerable people, belonging to whom then we have a significant duty up of care, a key part of which is simply respecting patients'confidentiality. That Therefore, it certainly would not be appropriate for us to comment on an individual case.",1
2159,2815,"A spokesman for Cygnet Hospital Woking, which also runs the unit, himself said :'We do support our some very vulnerable people, to whom we have a duty of care, including a key part some of which is respecting patients'confidentiality. Therefore, then it would not be deemed appropriate for trusting us only to comment on an individual case.",1
2160,2655,"Relief programmes are being scaled up to meet rising needs , but to save lives and prevent decades of development progress from being irreversibly eroded , more must be done . We need to provide more people with desperately needed cash and food assistance . We need to reach more children with specialised nutritional support to stop greater numbers from becoming malnourished . And we need to expand social safety nets that buffer the impact of this crisis , such as school feeding programmes so children from poor families get at least one good meal a day . The urgency of the situation is irrefutable . But humanitarian aid is not keeping pace with the tremendous needs . Not even close . In fact , there is a staggering funding gap -- and it is a tragedy in the making .",1
2161,2655,"Relief programmes are being scaled up to meet rising needs , but to save lives and prevent decades of development progress from being irreversibly eroded , more must be done . We need to provide more people with desperately needed cash and food assistance . We need to reach more children with specialised nutritional support to stop greater numbers from becoming malnourished . And we need to expand social safety nets that buffer the impact of this crisis , such as school feeding programmes so children from poor families get at least one good meal a day . The urgency of the situation is irrefutable . But humanitarian aid is not keeping pace with the tremendous needs . Not even close . In fact , there is a staggering funding gap -- and it is a tragedy in the making .",1
2162,2655,"Relief programmes are being scaled up to meet rising needs , but to save lives and prevent decades of development progress from being irreversibly eroded , more must be done . We need to provide more people with desperately needed cash and food assistance . We need to reach more children with specialised nutritional support to stop greater numbers from becoming malnourished . And we need to expand social safety nets that buffer the impact of this crisis , such as school feeding programmes so children from poor families get at least one good meal a day . The urgency of the situation is irrefutable . But humanitarian aid is not keeping pace with the tremendous needs . Not even close . In fact , there is a staggering funding gap -- and it is a tragedy in the making .",1
2163,2655,"Relief programmes are being scaled up to meet rising needs, but to save lives and for prevent decades of development progress from being irreversibly eroded, more must be done. We need to provide more people along with desperately needed cash and food assistance. We need to reach more children with specialised nutritional support to stop greater numbers from becoming malnourished. And we need to expand social safety nets too that buffer the impact of lifting this economic crisis, such as school feeding programmes so children from poor families get at least one good meal a day. The urgency of the situation now is almost irrefutable. 4 But humanitarian aid is not keeping high pace with the tremendous needs. Not even close. In fact, there is a staggering funding gap - - and it still is a tragedy in the making.",1
2164,2655,"Relief programmes are still being scaled up to meet rising needs, but to save lives all and prevent decades of development scientific progress from being irreversibly eroded, more must be done. We need to provide more people with desperately needed cash and affordable food assistance. We need resources to reach more children with specialised nutritional support to stop greater numbers from becoming malnourished. And we need to expand various social safety nets that buffer the impact of this crisis, such as school feeding programmes just so children from poor families get at least one good meal a day. And The urgency of the situation is irrefutable. But humanitarian aid is not keeping pace with the tremendous needs. Not yet even close. In fact, there is a staggering funding allocation gap - - and it is a tragedy in the making.",1
2165,2655,"Relief programmes themselves are being scaled up to meet rising needs, but to save lives and prevent decades of development progress from being irreversibly eroded, more must be done. We need more to provide more people with desperately desperate needed cash and basic food assistance. We need to reach more children even with specialised nutritional support to stop greater numbers from becoming malnourished. And we need to expand the social safety nets that buffer the impact of this crisis, such as school feeding programmes so children from poor African families get at to least a one good meal a day. The urgency of the situation is irrefutable. But humanitarian aid is not keeping any pace with the tremendous needs. Not even close. In fact, there is a staggering funding gap - - and it is a tragedy in the making.",1
2166,7846,"""Film star Reema also believes that this is n't the time for iftar parties so she was n't throwing any . """" I think we should save every penny at this time and send it to help for flood victims . Hundreds of thousands of people are waiting for our help and the money which is otherwise spent on iftar parties should be sent to these people in need , """" she maintained .""",1
2167,7846,"""Film star Reema also believes that this is n't the time for iftar parties so she was n't throwing any . """" I think we should save every penny at this time and send it to help for flood victims . Hundreds of thousands of people are waiting for our help and the money which is otherwise spent on iftar parties should be sent to these people in need , """" she maintained .""",1
2168,7846,"""Film star Reema also believes that this is n't the time for iftar parties so she was n't throwing any . """" I think we should save every penny at this time and send it to help for flood victims . Hundreds of thousands of people are waiting for our help and the money which is otherwise spent on iftar parties should be sent to these people in need , """" she maintained .""",1
2169,7846,""" Indonesian Film festival star Reema also believes me that this isn't the time for iftar parties so she wasn't throwing any. "" "" I think someday we should save every lost penny at this time and send it to help for flood victims. Hundreds of thousands thousands of people are now waiting for our help and the money which is not otherwise always spent on iftar parties should be gradually sent to these people in need, "" "" she maintained. """,1
2170,7846,""" The Film star Rita Reema also believes that this is whyn't the time for iftar parties but so she was oldn't throwing them any. "" "" I think we should save every penny at this time and send it to help for flood victims. Hundreds of thousands of people are waiting for our help and some the money which here is otherwise spent on iftar and parties really should be sent to these people in need, "" "" she maintained. """,1
